Country,Framing,Category,Rule,Weight,Matched text,Sentence
Italy,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,safe,"Therefore, strategic actions aimed at promoting generative models, used in particular in https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A52021PC0206 https://www.whitehouse.gov/briefing-room/statements-releases/2023/10/30/fact-sheet-president-biden-issues-executive-order-on-safe-secure-and-trustworthy-artificial-intelligence/ 18 https://www.gov.uk/government/publications/ai-safety-summit-2023-the-bletchley-declaration/the-bletchley-declaration-by-countries-attending-the-ai-safetysummit-1-2-november-2023 16 17 11 the field of Public Administration and citizen services, must internalize the need to develop systems developed in respect of ethics and legislation, also in defense of the very values of democracy."
Italy,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,safety,"Therefore, strategic actions aimed at promoting generative models, used in particular in https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A52021PC0206 https://www.whitehouse.gov/briefing-room/statements-releases/2023/10/30/fact-sheet-president-biden-issues-executive-order-on-safe-secure-and-trustworthy-artificial-intelligence/ 18 https://www.gov.uk/government/publications/ai-safety-summit-2023-the-bletchley-declaration/the-bletchley-declaration-by-countries-attending-the-ai-safetysummit-1-2-november-2023 16 17 11 the field of Public Administration and citizen services, must internalize the need to develop systems developed in respect of ethics and legislation, also in defense of the very values of democracy."
Italy,AI-cautious,rights and protection emphasis,rights/privacy/protection framing,1.1,trustworthy,"Therefore, strategic actions aimed at promoting generative models, used in particular in https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A52021PC0206 https://www.whitehouse.gov/briefing-room/statements-releases/2023/10/30/fact-sheet-president-biden-issues-executive-order-on-safe-secure-and-trustworthy-artificial-intelligence/ 18 https://www.gov.uk/government/publications/ai-safety-summit-2023-the-bletchley-declaration/the-bletchley-declaration-by-countries-attending-the-ai-safetysummit-1-2-november-2023 16 17 11 the field of Public Administration and citizen services, must internalize the need to develop systems developed in respect of ethics and legislation, also in defense of the very values of democracy."
Italy,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,RISK,"• THE RISK OF NATIONAL OVER-REGULATION Artificial Intelligence is at the center of the strategy “A Europe Fit for the Digital Age” defined by the European Commission, but it is (and will be) impacted by a copious normative production aimed at regulating the impact of the new generation of technologies: on one side, from the rules on protection, valorization, and security of data—personal and not—(GDPR, Data Act, Data Governance Act, NIS, etc.); on the other, from those aimed at regulating the role of service providers (Digital Markets Act, Digital Services Act, European Digital Identity, etc.)."
Italy,AI-cautious,regulation as necessary,regulation required or necessary,2.5,"must be used, outlining simple but certain rules","The AI Act will have to precisely define a harmonized regulatory framework with the boundaries within which Artificial Intelligence must be used, outlining simple but certain rules for producers and users, also with reference to the most recent technological evolutions."
Italy,AI-friendly,innovation and adoption promotion,promote AI innovation/adoption,2.0,promoting the AI,"Bringing the European regulatory context to the national level, it will be necessary to avoid building further normative superstructures in the definition of strategic actions, instead working in the direction of promoting the AI Act with guidelines and agile paths tailored to business and citizen."
Italy,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,RISK,"• THE RISK FOR THE WORLD OF WORK Despite the numerous sector studies conducted in recent years, there is no common vision of the impact that Artificial Intelligence systems will have on the world of work."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,capital,"Therefore, this process must be guided and regulated, foreseeing—in its strategic actions of greater impact—the due attention to human capital and people."
Italy,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,RISK,"• THE RISK OF THE DIGITAL DIVIDE Italy is still characterized by an insufficient level of digitalization and digital skills, both in the public and private sectors, but particularly in the national social fabric, with also evident territorial heterogeneities between regions and cities."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,capital,"The investments provided for by the national strategy—already mentioned above—in human capital, talents, upskilling and reskilling paths could therefore transform into heavy social boomerangs, if not defined within the framework of transparent initiatives, fully accessible and usable at any latitude of the national territory."
Italy,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,RISK,"• THE RISK OF INEFFECTIVENESS Last but not least, the risk that the national strategy lacks effectiveness in its implementation, failing to achieve the objectives it sets itself, must also be considered."
Italy,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,risk,"• THE RISK OF INEFFECTIVENESS Last but not least, the risk that the national strategy lacks effectiveness in its implementation, failing to achieve the objectives it sets itself, must also be considered."
Italy,AI-cautious,regulation as necessary,regulation required or necessary,2.5,require significant organizational and regulatory,"This is a risk always concrete in planning, which is exacerbated in this particular dynamic scenario of Artificial Intelligence and by the contingent need to manage simultaneously numerous lines of action, which also require significant organizational and regulatory adjustments."
Italy,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,risk,"This is a risk always concrete in planning, which is exacerbated in this particular dynamic scenario of Artificial Intelligence and by the contingent need to manage simultaneously numerous lines of action, which also require significant organizational and regulatory adjustments."
Italy,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,risk,"In fact, policies for AI are characterized and will increasingly be characterized as a moving target: the speed of dynamics and changes, in fact, will require a continuous process of review, with the risk that even accurate planning quickly becomes obsolete."
Italy,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,risk,"To minimize this risk, an appropriate mechanism of coordination of activities and an adequate monitoring system will be deployed, taking care to associate with each of the strategic actions a specific indicator and target for achieving results."
Italy,AI-friendly,innovation and adoption promotion,promote AI innovation/adoption,2.0,enable the development of increasingly advanced Artificial Intelligence,"Indeed, from one perspective, the infrastructural domain involves the need to continue investing in “physical” infrastructures that enable the development of increasingly advanced Artificial Intelligence solutions, maintaining and improving competitiveness on an international level."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,investing,"Indeed, from one perspective, the infrastructural domain involves the need to continue investing in “physical” infrastructures that enable the development of increasingly advanced Artificial Intelligence solutions, maintaining and improving competitiveness on an international level."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,competitiveness,"Indeed, from one perspective, the infrastructural domain involves the need to continue investing in “physical” infrastructures that enable the development of increasingly advanced Artificial Intelligence solutions, maintaining and improving competitiveness on an international level."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,invest,"To materialize its ambitious strategic vision, Italy must therefore invest in promoting a major initiative of sharing and reusing datasets (and also models) acquired in specific projects and application contexts, not only within the scope of foundational research initiati- ves but also in the productive contexts of enterprises and Public Administration."
Italy,AI-friendly,innovation and adoption promotion,promote AI innovation/adoption,2.0,promoting synergies among the different actors of the innovation,"On one hand, it will be essential to define a framework of financial resources that makes planning sustainable, through the establishment of a fund that can also be fed by any revenues from the actions themselves; on the other hand, it will be necessary to define an entity that will take on the 13 responsibility not only for managing this fund but also for implementing the various strategic actions, with the aim of promoting synergies among the different actors of the innovation ecosystem that revolves around Artificial Intelligence."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,fund,"On one hand, it will be essential to define a framework of financial resources that makes planning sustainable, through the establishment of a fund that can also be fed by any revenues from the actions themselves; on the other hand, it will be necessary to define an entity that will take on the 13 responsibility not only for managing this fund but also for implementing the various strategic actions, with the aim of promoting synergies among the different actors of the innovation ecosystem that revolves around Artificial Intelligence."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,fund,"On one hand, it will be essential to define a framework of financial resources that makes planning sustainable, through the establishment of a fund that can also be fed by any revenues from the actions themselves; on the other hand, it will be necessary to define an entity that will take on the 13 responsibility not only for managing this fund but also for implementing the various strategic actions, with the aim of promoting synergies among the different actors of the innovation ecosystem that revolves around Artificial Intelligence."
Italy,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,ecosystem,"On one hand, it will be essential to define a framework of financial resources that makes planning sustainable, through the establishment of a fund that can also be fed by any revenues from the actions themselves; on the other hand, it will be necessary to define an entity that will take on the 13 responsibility not only for managing this fund but also for implementing the various strategic actions, with the aim of promoting synergies among the different actors of the innovation ecosystem that revolves around Artificial Intelligence."
Italy,AI-friendly,innovation and adoption promotion,promote AI innovation/adoption,2.0,promote AI adoption,"Map of Strategic Actions IMPLEMENTATION, COORDINATION, AND MONITORING A.3 | FOUNDATION FOR ARTIFICIAL INTELLIGENCE Strategy for RESEARCH Strategy for PUBLIC ADMINISTRATION R.1 | Consolidation of the Italian research ecosystem PA.1 | Guidelines to promote AI adoption R.2 | Retaining and attracting talent PA.2 | Procurement guidelines R.3 | Design of Italian Large Molecule Manufacturers (LMM) PA.3 | Guidelines for the development of AI applications R.4 | Interdisciplinary projects for social welfare PA.4 | Simplification for citizens and businesses R.5 | Foundational and blue-sky research for next-generation AI PA.5 | Efficiency improvement of the PA R.6 | Strengthening of international collaborations Strategy for ENTERPRISES I.1 | Facilitators for AI in SMEs I.2 | Support for the development and adoption of AI solutions I.3 | Laboratories for the development of AI applications in industrial contexts I.4 | Development of AI startups I.5 | Services for ICT companies on AI PA.6 | AI in schools for the PA Strategy for TRAINING F.1 | Pathways to AI introduction in schools F.2 | Mobility as a tool for AI training F.3 | Widespread AI teaching in university degree courses F.4 | Strengthening of the national PhD in AI F.5 | Upskilling and reskilling programs for enterprises and PA F.6 | Education on the use of AI tools F.7 | ITS courses focused on AI INFRASTRUCTURES A.1 | NATIONAL KNOWLEDGE ASSETS: DATASETS AND MODELS 14 A.2 | NETWORK INFRASTRUCTURES FOR ARTIFICIAL INTELLIGENCE Enabling Strategic Actions A.1 | NATIONAL KNOWLEDGE ASSETS: DATASETS AND MODELSI A.2 | NETWORK INFRASTRUCTURES FOR ARTIFICIAL INTELLIGENCE Description Description To systematize knowledge acquired in specific projects and enable the reuse of AI artifacts, a program will be implemented to define a registry of datasets and models, constructed according to principles of transparency and fairness, ethically reliable by design, and reusable to accelerate solutions for Italian companies."
Italy,AI-friendly,innovation and adoption promotion,promote AI innovation/adoption,2.0,Support for the development and adoption of AI,"Map of Strategic Actions IMPLEMENTATION, COORDINATION, AND MONITORING A.3 | FOUNDATION FOR ARTIFICIAL INTELLIGENCE Strategy for RESEARCH Strategy for PUBLIC ADMINISTRATION R.1 | Consolidation of the Italian research ecosystem PA.1 | Guidelines to promote AI adoption R.2 | Retaining and attracting talent PA.2 | Procurement guidelines R.3 | Design of Italian Large Molecule Manufacturers (LMM) PA.3 | Guidelines for the development of AI applications R.4 | Interdisciplinary projects for social welfare PA.4 | Simplification for citizens and businesses R.5 | Foundational and blue-sky research for next-generation AI PA.5 | Efficiency improvement of the PA R.6 | Strengthening of international collaborations Strategy for ENTERPRISES I.1 | Facilitators for AI in SMEs I.2 | Support for the development and adoption of AI solutions I.3 | Laboratories for the development of AI applications in industrial contexts I.4 | Development of AI startups I.5 | Services for ICT companies on AI PA.6 | AI in schools for the PA Strategy for TRAINING F.1 | Pathways to AI introduction in schools F.2 | Mobility as a tool for AI training F.3 | Widespread AI teaching in university degree courses F.4 | Strengthening of the national PhD in AI F.5 | Upskilling and reskilling programs for enterprises and PA F.6 | Education on the use of AI tools F.7 | ITS courses focused on AI INFRASTRUCTURES A.1 | NATIONAL KNOWLEDGE ASSETS: DATASETS AND MODELS 14 A.2 | NETWORK INFRASTRUCTURES FOR ARTIFICIAL INTELLIGENCE Enabling Strategic Actions A.1 | NATIONAL KNOWLEDGE ASSETS: DATASETS AND MODELSI A.2 | NETWORK INFRASTRUCTURES FOR ARTIFICIAL INTELLIGENCE Description Description To systematize knowledge acquired in specific projects and enable the reuse of AI artifacts, a program will be implemented to define a registry of datasets and models, constructed according to principles of transparency and fairness, ethically reliable by design, and reusable to accelerate solutions for Italian companies."
Italy,AI-friendly,innovation and adoption promotion,promote AI innovation/adoption,2.0,enable the reuse of AI,"Map of Strategic Actions IMPLEMENTATION, COORDINATION, AND MONITORING A.3 | FOUNDATION FOR ARTIFICIAL INTELLIGENCE Strategy for RESEARCH Strategy for PUBLIC ADMINISTRATION R.1 | Consolidation of the Italian research ecosystem PA.1 | Guidelines to promote AI adoption R.2 | Retaining and attracting talent PA.2 | Procurement guidelines R.3 | Design of Italian Large Molecule Manufacturers (LMM) PA.3 | Guidelines for the development of AI applications R.4 | Interdisciplinary projects for social welfare PA.4 | Simplification for citizens and businesses R.5 | Foundational and blue-sky research for next-generation AI PA.5 | Efficiency improvement of the PA R.6 | Strengthening of international collaborations Strategy for ENTERPRISES I.1 | Facilitators for AI in SMEs I.2 | Support for the development and adoption of AI solutions I.3 | Laboratories for the development of AI applications in industrial contexts I.4 | Development of AI startups I.5 | Services for ICT companies on AI PA.6 | AI in schools for the PA Strategy for TRAINING F.1 | Pathways to AI introduction in schools F.2 | Mobility as a tool for AI training F.3 | Widespread AI teaching in university degree courses F.4 | Strengthening of the national PhD in AI F.5 | Upskilling and reskilling programs for enterprises and PA F.6 | Education on the use of AI tools F.7 | ITS courses focused on AI INFRASTRUCTURES A.1 | NATIONAL KNOWLEDGE ASSETS: DATASETS AND MODELS 14 A.2 | NETWORK INFRASTRUCTURES FOR ARTIFICIAL INTELLIGENCE Enabling Strategic Actions A.1 | NATIONAL KNOWLEDGE ASSETS: DATASETS AND MODELSI A.2 | NETWORK INFRASTRUCTURES FOR ARTIFICIAL INTELLIGENCE Description Description To systematize knowledge acquired in specific projects and enable the reuse of AI artifacts, a program will be implemented to define a registry of datasets and models, constructed according to principles of transparency and fairness, ethically reliable by design, and reusable to accelerate solutions for Italian companies."
Italy,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,ecosystem,"Map of Strategic Actions IMPLEMENTATION, COORDINATION, AND MONITORING A.3 | FOUNDATION FOR ARTIFICIAL INTELLIGENCE Strategy for RESEARCH Strategy for PUBLIC ADMINISTRATION R.1 | Consolidation of the Italian research ecosystem PA.1 | Guidelines to promote AI adoption R.2 | Retaining and attracting talent PA.2 | Procurement guidelines R.3 | Design of Italian Large Molecule Manufacturers (LMM) PA.3 | Guidelines for the development of AI applications R.4 | Interdisciplinary projects for social welfare PA.4 | Simplification for citizens and businesses R.5 | Foundational and blue-sky research for next-generation AI PA.5 | Efficiency improvement of the PA R.6 | Strengthening of international collaborations Strategy for ENTERPRISES I.1 | Facilitators for AI in SMEs I.2 | Support for the development and adoption of AI solutions I.3 | Laboratories for the development of AI applications in industrial contexts I.4 | Development of AI startups I.5 | Services for ICT companies on AI PA.6 | AI in schools for the PA Strategy for TRAINING F.1 | Pathways to AI introduction in schools F.2 | Mobility as a tool for AI training F.3 | Widespread AI teaching in university degree courses F.4 | Strengthening of the national PhD in AI F.5 | Upskilling and reskilling programs for enterprises and PA F.6 | Education on the use of AI tools F.7 | ITS courses focused on AI INFRASTRUCTURES A.1 | NATIONAL KNOWLEDGE ASSETS: DATASETS AND MODELS 14 A.2 | NETWORK INFRASTRUCTURES FOR ARTIFICIAL INTELLIGENCE Enabling Strategic Actions A.1 | NATIONAL KNOWLEDGE ASSETS: DATASETS AND MODELSI A.2 | NETWORK INFRASTRUCTURES FOR ARTIFICIAL INTELLIGENCE Description Description To systematize knowledge acquired in specific projects and enable the reuse of AI artifacts, a program will be implemented to define a registry of datasets and models, constructed according to principles of transparency and fairness, ethically reliable by design, and reusable to accelerate solutions for Italian companies."
Italy,AI-cautious,rights and protection emphasis,rights/privacy/protection framing,1.1,fairness,"Map of Strategic Actions IMPLEMENTATION, COORDINATION, AND MONITORING A.3 | FOUNDATION FOR ARTIFICIAL INTELLIGENCE Strategy for RESEARCH Strategy for PUBLIC ADMINISTRATION R.1 | Consolidation of the Italian research ecosystem PA.1 | Guidelines to promote AI adoption R.2 | Retaining and attracting talent PA.2 | Procurement guidelines R.3 | Design of Italian Large Molecule Manufacturers (LMM) PA.3 | Guidelines for the development of AI applications R.4 | Interdisciplinary projects for social welfare PA.4 | Simplification for citizens and businesses R.5 | Foundational and blue-sky research for next-generation AI PA.5 | Efficiency improvement of the PA R.6 | Strengthening of international collaborations Strategy for ENTERPRISES I.1 | Facilitators for AI in SMEs I.2 | Support for the development and adoption of AI solutions I.3 | Laboratories for the development of AI applications in industrial contexts I.4 | Development of AI startups I.5 | Services for ICT companies on AI PA.6 | AI in schools for the PA Strategy for TRAINING F.1 | Pathways to AI introduction in schools F.2 | Mobility as a tool for AI training F.3 | Widespread AI teaching in university degree courses F.4 | Strengthening of the national PhD in AI F.5 | Upskilling and reskilling programs for enterprises and PA F.6 | Education on the use of AI tools F.7 | ITS courses focused on AI INFRASTRUCTURES A.1 | NATIONAL KNOWLEDGE ASSETS: DATASETS AND MODELS 14 A.2 | NETWORK INFRASTRUCTURES FOR ARTIFICIAL INTELLIGENCE Enabling Strategic Actions A.1 | NATIONAL KNOWLEDGE ASSETS: DATASETS AND MODELSI A.2 | NETWORK INFRASTRUCTURES FOR ARTIFICIAL INTELLIGENCE Description Description To systematize knowledge acquired in specific projects and enable the reuse of AI artifacts, a program will be implemented to define a registry of datasets and models, constructed according to principles of transparency and fairness, ethically reliable by design, and reusable to accelerate solutions for Italian companies."
Italy,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,risks,"The definition of the project will be articulated according to three main directions: (i) methodological, to define a national protocol to ensure that datasets are trustworthy-by-design and trustworthy-by-default both legally and engineering-wise, defining approaches for mitigating risks (in terms of ethics and cybersecurity); (ii) operational, to implement and make available a platform that integrates modern MLops approaches and data preparation; (iii) applicative, in which the platform will be specialized on specific national interest application areas."
Italy,AI-cautious,rights and protection emphasis,rights/privacy/protection framing,1.1,trustworthy,"The definition of the project will be articulated according to three main directions: (i) methodological, to define a national protocol to ensure that datasets are trustworthy-by-design and trustworthy-by-default both legally and engineering-wise, defining approaches for mitigating risks (in terms of ethics and cybersecurity); (ii) operational, to implement and make available a platform that integrates modern MLops approaches and data preparation; (iii) applicative, in which the platform will be specialized on specific national interest application areas."
Italy,AI-cautious,rights and protection emphasis,rights/privacy/protection framing,1.1,trustworthy,"The definition of the project will be articulated according to three main directions: (i) methodological, to define a national protocol to ensure that datasets are trustworthy-by-design and trustworthy-by-default both legally and engineering-wise, defining approaches for mitigating risks (in terms of ethics and cybersecurity); (ii) operational, to implement and make available a platform that integrates modern MLops approaches and data preparation; (iii) applicative, in which the platform will be specialized on specific national interest application areas."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,funding,"All projects funded within the national strategy or otherwise receiving public funding will be required to report the datasets used and the models produced in the registry, according to guidelines that will define access levels and reuse modalities."
Italy,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,data sharing,"In this area, it will be crucial to promote the use of Privacy-Enhancing Technologies (PET), i.e., digital solutions that allow collecting, processing, analyzing, and sharing information while protecting data confidentiality and privacy, thus encouraging participation; such technologies will also be promoted through appropriate training and awareness initiatives aimed at creating a culture of data sharing based on trust and privacy protection."
Italy,AI-cautious,rights and protection emphasis,rights/privacy/protection framing,1.1,Privacy,"In this area, it will be crucial to promote the use of Privacy-Enhancing Technologies (PET), i.e., digital solutions that allow collecting, processing, analyzing, and sharing information while protecting data confidentiality and privacy, thus encouraging participation; such technologies will also be promoted through appropriate training and awareness initiatives aimed at creating a culture of data sharing based on trust and privacy protection."
Italy,AI-cautious,rights and protection emphasis,rights/privacy/protection framing,1.1,privacy,"In this area, it will be crucial to promote the use of Privacy-Enhancing Technologies (PET), i.e., digital solutions that allow collecting, processing, analyzing, and sharing information while protecting data confidentiality and privacy, thus encouraging participation; such technologies will also be promoted through appropriate training and awareness initiatives aimed at creating a culture of data sharing based on trust and privacy protection."
Italy,AI-cautious,rights and protection emphasis,rights/privacy/protection framing,1.1,privacy,"In this area, it will be crucial to promote the use of Privacy-Enhancing Technologies (PET), i.e., digital solutions that allow collecting, processing, analyzing, and sharing information while protecting data confidentiality and privacy, thus encouraging participation; such technologies will also be promoted through appropriate training and awareness initiatives aimed at creating a culture of data sharing based on trust and privacy protection."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,funding,"As for Public Administration, the goal will be to promote the reuse of solutions developed with public funding and to encourage the standardization of procedures and platforms."
Italy,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,risk,"The increasing use of solutions based on Artificial Intelligence will lead, in the medium term, to a risk of congestion of the current digital communication infrastructures, considering the significant increase in data traffic generated by the most modern technological solutions."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,investing,"There will be support for the implementation of interoperable solutions, reducing data load and mitigating congestion, and investing in the standardization of network solutions for AI technologies."
Italy,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,interoperable,"There will be support for the implementation of interoperable solutions, reducing data load and mitigating congestion, and investing in the standardization of network solutions for AI technologies."
Italy,AI-cautious,rights and protection emphasis,rights/privacy/protection framing,1.1,responsible AI,"Finally, awareness and education on responsible AI management will be promoted, encouraging companies to implement practices that reduce the impact on the network, such as algorithm optimization, data compression, and the use of edge computing technologies."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,fund,"As far as implementation is concerned, it will obviously be necessary to plan the establishment of a fund that makes the strategic actions sustainable and that, in a prospective key, can also be fed by revenues (of various kinds) from the actions themselves."
Italy,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,ecosystem,"The entity can therefore well characterize itself as a Foundation which, given its centrality in the overall innovation ecosystem of innovation, can be placed under the direct control of the Presidency of the Council of Ministers."
Italy,AI-friendly,innovation and adoption promotion,promote AI innovation/adoption,2.0,promoting the development and adoption of Artificial Intelligence,"Furthermore, the Foundation will serve as the central node of a complex network of actors, promoting the development and adoption of Artificial Intelligence systems across various strategic macro-areas, particularly in Enterprises and Public Administration."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,competitiveness,"Indeed, it is essential to recognize that AI policies will be, in the medium term, a kind of moving target: the underlying technological evolution requires continuous adaptation and/or revision of AI development trajectories and their application to support the country’s competitiveness."
Italy,AI-friendly,innovation and adoption promotion,promote AI innovation/adoption,2.0,stimulating demand; (iii) defining criteria for the certification of digital and AI,"In this perspective, the coordination of the Foundation will be characterized by activities aimed at: (i) identifying a development agenda in terms of skills, tools, processes, and products, in close synergy with all ecosystem actors; (ii) defining and promoting awareness initiatives to make stakeholders—especially SMEs—aware of the business opportunities created by AI, whose lack is one of the main 16 barriers to the adoption of these technologies, thus stimulating demand; (iii) defining criteria for the certification of digital and AI skills of companies; (iv) producing an annual forecasting document that outlines prospective elements on the use of AI in Enterprises and Public Administration; (v) defining and encouraging strategic initiatives for the industrial application of AI; (vi) collecting the needs of Enterprises in different sectors for various technologies; (vii) coordinating the evaluation of projects for access to specific funding for SMEs and startups proposed within the national strategy; (viii) providing support for regulatory compliance through guidelines and best practices."
Italy,AI-friendly,innovation and adoption promotion,promote AI innovation/adoption,2.0,encouraging strategic initiatives for the industrial application of AI,"In this perspective, the coordination of the Foundation will be characterized by activities aimed at: (i) identifying a development agenda in terms of skills, tools, processes, and products, in close synergy with all ecosystem actors; (ii) defining and promoting awareness initiatives to make stakeholders—especially SMEs—aware of the business opportunities created by AI, whose lack is one of the main 16 barriers to the adoption of these technologies, thus stimulating demand; (iii) defining criteria for the certification of digital and AI skills of companies; (iv) producing an annual forecasting document that outlines prospective elements on the use of AI in Enterprises and Public Administration; (v) defining and encouraging strategic initiatives for the industrial application of AI; (vi) collecting the needs of Enterprises in different sectors for various technologies; (vii) coordinating the evaluation of projects for access to specific funding for SMEs and startups proposed within the national strategy; (viii) providing support for regulatory compliance through guidelines and best practices."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,funding,"In this perspective, the coordination of the Foundation will be characterized by activities aimed at: (i) identifying a development agenda in terms of skills, tools, processes, and products, in close synergy with all ecosystem actors; (ii) defining and promoting awareness initiatives to make stakeholders—especially SMEs—aware of the business opportunities created by AI, whose lack is one of the main 16 barriers to the adoption of these technologies, thus stimulating demand; (iii) defining criteria for the certification of digital and AI skills of companies; (iv) producing an annual forecasting document that outlines prospective elements on the use of AI in Enterprises and Public Administration; (v) defining and encouraging strategic initiatives for the industrial application of AI; (vi) collecting the needs of Enterprises in different sectors for various technologies; (vii) coordinating the evaluation of projects for access to specific funding for SMEs and startups proposed within the national strategy; (viii) providing support for regulatory compliance through guidelines and best practices."
Italy,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,ecosystem,"In this perspective, the coordination of the Foundation will be characterized by activities aimed at: (i) identifying a development agenda in terms of skills, tools, processes, and products, in close synergy with all ecosystem actors; (ii) defining and promoting awareness initiatives to make stakeholders—especially SMEs—aware of the business opportunities created by AI, whose lack is one of the main 16 barriers to the adoption of these technologies, thus stimulating demand; (iii) defining criteria for the certification of digital and AI skills of companies; (iv) producing an annual forecasting document that outlines prospective elements on the use of AI in Enterprises and Public Administration; (v) defining and encouraging strategic initiatives for the industrial application of AI; (vi) collecting the needs of Enterprises in different sectors for various technologies; (vii) coordinating the evaluation of projects for access to specific funding for SMEs and startups proposed within the national strategy; (viii) providing support for regulatory compliance through guidelines and best practices."
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,Invest,STRATEGY FOR RESEARCH Objectives Invest in foundational scientific research on AI Enhance applied AI research R.1 | Consolidation of the Italian Research Ecosystem R.2 | Retain and Attract Talent Strategic Actions R.3 | Design of Italian Large Molecule Manufacturers R.4 | Interdisciplinary Projects for Social Welfare R.5 | Foundational and Blue-Sky Research for Next-Generation AI R.6 | Enhancement of International Collaborations Overview A fundamental goal of scientific research is to improve the quality of life of people and the social context in which they live.
Italy,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,Ecosystem,STRATEGY FOR RESEARCH Objectives Invest in foundational scientific research on AI Enhance applied AI research R.1 | Consolidation of the Italian Research Ecosystem R.2 | Retain and Attract Talent Strategic Actions R.3 | Design of Italian Large Molecule Manufacturers R.4 | Interdisciplinary Projects for Social Welfare R.5 | Foundational and Blue-Sky Research for Next-Generation AI R.6 | Enhancement of International Collaborations Overview A fundamental goal of scientific research is to improve the quality of life of people and the social context in which they live.
Italy,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,competitiveness,"In this scenario of continuous revolution, Italy must aim to maintain and intensify its competitiveness in research on an international level."
Italy,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,ecosystem,"Research in the field of AI necessarily transcends national boundaries and cannot be exempt from large-scale cooperation: therefore, actions that support the national ecosystem in a context of international and mainly European relations are necessary, promoting mobility, the return of Italian talents from abroad, and the attractiveness of Italian universities and research centers for foreign talents."
Italy,AI-cautious,risk and harm emphasis,risk/safety/harm framing,1.0,risk,"Italian research must, therefore, be supported with investments comparable to those of the international landscape, focusing both on the continual evolution of foundational AI research and high-risk, long-term blue-sky research, and on research that emphasizes sustainability in ecological, social, ethical, and legal terms typical of Italy and Europe, as well as on multidisciplinary and applied research directly related to enterprises."
Italy,AI-cautious,precautionary framing,precaution before deployment,1.6,high-risk,"Italian research must, therefore, be supported with investments comparable to those of the international landscape, focusing both on the continual evolution of foundational AI research and high-risk, long-term blue-sky research, and on research that emphasizes sustainability in ecological, social, ethical, and legal terms typical of Italy and Europe, as well as on multidisciplinary and applied research directly related to enterprises."
Italy,AI-friendly,innovation and adoption promotion,promote AI innovation/adoption,2.0,enabling new AI,"creation of synergies should be favored both with enterprises using technologies and with those operating in the ICT world enabling new AI solutions, in order to create a strong national ecosystem that is also fertile ground for the development of innovative startups."
Italy,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,ecosystem,"creation of synergies should be favored both with enterprises using technologies and with those operating in the ICT world enabling new AI solutions, in order to create a strong national ecosystem that is also fertile ground for the development of innovative startups."
